Identifier	Other_Name
153809	uncultured Proteobacteria bacterium
153939	uncultured sulphate-reducing bacterium
154028	Acropora cuneata
154028	Madrepora cuneata
154029	Acropora rosaria
154029	bluetip coral
154029	Madrepora loripes
154030	Madrepora sarmentosa
154321	Acropora togianensis
154326	Hydnophora contignatio
154326	Hydnophora exesa (Pallas, 1766)
154326	Madrepora exesa
154327	Madrepora ampliata
154330	Pavona frondifera Lamarck, 1816
154330	Pavonia frondifera
154346	Thiorhodospira Bryantseva et al. 1999
154347	ATCC 700588
154347	phototrophic bacterium A12
154347	strain Gorlenko A12
154347	Thiorhodospira sibirica Bryantseva et al. 1999
154983	Crassostrea virginica symbiont
154984	Crassostrea virginica symbiont
155014	eubacterium dtb25
155015	eubacterium dtb81
155016	eubacterium dtb96
155026	eubacterium dtb45
155192	Bartonella capreoli Bermond et al. 2002
155192	CCUG 43827
155192	CIP 106691
155192	DSM 21569
155192	IBS 193
155194	Bartonella bovis Bermond et al. 2002
155194	CCUG 43828
155194	CIP 106692
155194	DSM 21464
155194	strain 91-4
155493	avian Pasteurella haemolytica complex
155493	Gallibacterium Christensen et al. 2003 emend. Bisgaard et al. 2009
155493	Salpingitia
750	ATCC 43329
750	CCUG 15563
750	CCUG 26456
750	CIP 102679
750	DSM 16844
750	Gallibacterium anatis (Mutters et al. 1985) Christensen et al. 2003
750	NCTC 11413
750	Pasteurella anatis
750	Salpingitia sp. 10672/6
750	Salpingitia sp. 10672/9
750	Salpingitia sp. 12158
750	Salpingitia sp. 20558
750	Salpingitia sp. 36961/sv7
750	Salpingitia sp. BJ3453
750	Salpingitia sp. BK3387.2
750	Salpingitia sp. CCM 5995
750	Salpingitia sp. Gerl.220
750	Salpingitia sp. Gerl.3348/80
750	Salpingitia sp. Gerl.4224
750	Salpingitia sp. IPDH 697/78
750	strain F 149
750	strain F149
155515	Gallibacterium genomospecies 1
155515	Gallibacterium sp. CCM 5974
155515	Salpingitia sp. CCM 5974
155515	Salpingitia sp. CCM 5975
155515	Salpingitia sp. Gerl.2740/89
155517	Gallibacterium genomospecies 2
155517	Salpingitia sp. CCM 5976
155864	Escherichia coli 0157:H7 EDL933
155864	Escherichia coli O157:H7 EDL933
155864	Escherichia coli O157:H7 str. EDL 933
155864	Escherichia coli O157:H7 strain EDL933
156112	coccoid chlorophyte MBIC10093
156112	coccoid chlorophyte sp. MBIC10093
156113	coccoid prasinophyte MBIC10622
156113	coccoid prasinophyte sp. MBIC10622
156113	Prasinophyceae sp. MBIC10622
156144	unicellular ulvophyte MBIC10446
156144	unicellular ulvophyte sp. MBIC10446
156145	unicellular ulvophyte MBIC10461
156145	unicellular ulvophyte sp. MBIC10461
156146	unicellular ulvophyte MBIC10479
156146	unicellular ulvophyte sp. MBIC10479
156147	unicellular ulvophyte MBIC10591
156147	unicellular ulvophyte sp. MBIC10591
156148	unicellular ulvophyte MBIC10603
156148	unicellular ulvophyte sp. MBIC10603
156433	Madrepora elseyi
156434	Madrepora grandis
156435	Madrepora listeri
156436	Acropora microphthalma (Verrill, 1869)
156436	Acropora micropthalma
156436	Madrepora microphthalma
156740	Synechococcus phage isolate 27A
156885	Thioflavicoccus Imhoff and Pfennig 2001
80679	ATCC 700959
80679	strain 8321
80679	Thiocapsa sp. 8320
80679	Thioflavicoccus mobilis Imhoff and Pfennig 2001
156972	Thialkalicoccus
156972	Thioalkalicoccus Bryantseva et al. 2000
120681	ATCC BAA-32
120681	culture-collection:ATCC:BAA:32
120681	strain A26
120681	Thialkalicoccus limnaeus
120681	Thioalkalicoccus limnaeus Bryantseva et al. 2000
120681	Thiococcus sp. A26
157339	Actinobacillus arthritidis Christensen et al. 2002
157339	Actinobacillus sp. CCUG 15571
157339	Actinobacillus sp. CCUG 24862
157339	Actinobacillus sp. CCUG15571
157339	Actinobacillus sp. F 141
157339	Actinobacillus sp. F141
157339	Actinobacillus sp. H 4272/4
157339	Actinobacillus sp. H4272/4
157339	ATCC 13376
157339	Bacterial sp. Bisgaard Taxon 9
157339	Bisgaard Taxon 9
157339	CCUG 24862
157339	CIP 107664
157339	DSM 22258
157339	strain P. 907
157339	strain Wetmore 1706
157672	bacterium NZ6
157782	AJ 2129
157782	CIP 107617
157782	DSM 17004
157782	IFO 16636
157782	JCM 11244
157782	NBRC 16636
157782	NRIC 0501
157782	Pseudomonas parafulva Uchino et al. 2002
157782	strain CB-1
157783	CIP 107616
157783	DSM 17059
157783	IAM 1541
157783	IFO 16634
157783	JCM 11246
157783	NBRC 16634
157783	NRIC 0181
157783	Pseudomonas cremoricoloranta
157783	Pseudomonas cremoricolorata Uchino et al. 2002
157783	Pseudomonas sp. ND07
157783	strain CC-8
157784	CIP 107795
157784	DSM 14292
157784	LMG 21284
157784	LMG:21284
157784	Pseudomonas thermotolerans Manaia and Moore 2002
157784	strain CM3
157820	Prasinophyceae gen. sp. 10GY1
157820	Prasinophyceae gen. sp. 4AH9
157820	Prasinophyceae gen. sp. 4AY1
157820	Prasinophyceae gen. sp. 4HCY2
157820	Prasinophyceae gen. sp. 7ACY7
157820	uncultured marine Prasinophyceae
157820	uncultured Prasinophyceae
157820	uncultured prasinophycean
157913	Azorhizophilus Thompson and Skerman 1981
69963	ATCC 23833
69963	Azorhizophilus paspali (Dobereiner 1966) Thompson and Skerman 1981
69963	Azotobacter paspali Dobereiner 1966 (Approved Lists 1980)
69963	culture-collection:NRRL:B:14628
69963	DSM 2283
69963	JCM 20726
69963	LMG 3864
69963	LMG:3864
69963	NBRC 102228
69963	NCAIM B.01794
69963	NRRL B-14628
69963	strain Ax-8
69963	WR 129
157915	Ovipleistophora M. Pekkarinen, J. Lom & F. Nilsen, 2002
103445	Ovipleistophora ovariae (Summerfelt) Pekkarinen, Lom, & Nilsen, 2002
103445	Pleistophora ovariae
157916	Pleistophora mirandellae
157916	Pleistophora mirrandellae
157917	Heterosporis Schubert, 1969
157932	Paucimonas Jendrossek 2001
29443	ATCC 17989
29443	CCUG 2114
29443	CIP 103794
29443	DSM 7445
29443	LMG 2207
29443	LMG:2207
29443	NCTC 10937
29443	Paucimonas lemoignei (Delafield et al. 1965) Jendrossek 2001
29443	Pseudomonas lemoignei Delafield et al. 1965 (Approved Lists)
158080	ATCC BAA-138
158080	CCM 4921
158080	CECT 5384
158080	Chromohalobacter salexigens Arahal et al. 2001
158080	CIP 106854
158080	culture-collection:ATCC:BAA:138
158080	DSM 3043
158080	Halomonas elongata ATCC 33174
158080	Halomonas elongata DSM 3043
158080	NCIMB 13768
158080	strain 1H11
158483	Cedecea Grimont et al. 1981
158484	ATCC 33431
158484	CCUG 12370
158484	CDC 3278-77
158484	Cedecea davisae Grimont et al. 1981
158484	Cedecea davisiae
158484	CIP 80.34
158484	DSM 4568
158484	JCM 1685
158484	LMG 7862
158484	LMG:7862
158484	NCTC 13724
158484	strain 005
158627	CCUG 51504
158627	CIP 105897
158627	DSM 11363
158627	LMG 21661
158627	LMG:21661
158627	Pseudomonas graminis Behrendt et al. 1999
158627	strain P 294/08
158822	ATCC 33855
158822	CCUG 18763
158822	CDC 0621-75
158822	Cedecea neteri Farmer et al. 1983
158822	Cedecea sp. M006
158822	Cedecea sp. ND02
158822	Cedecea sp. ND14a
158822	Cedecea sp. ND14b
158822	CIP 103241
158822	DSM 13693
158822	GTC 1717
158822	JCM 7582
158822	LMG 7864
158822	LMG:7864
158822	NBRC 105707
158822	NCTC 12120
158822	strain 002
158823	ATCC 33432
158823	CCUG 12371
158823	CDC 0485-76
158823	Cedecea lapagei Grimont et al. 1981
158823	CIP 80.35
158823	DSM 4587
158823	JCM 1684
158823	LMG 7863
158823	LMG:7863
158823	NCTC 11466
158823	strain 004
158851	Trabulsiella McWhorter et al. 1992
158852	ATCC 49490
158852	CDC 0370-85
158852	CIP 103637
158852	JCM 21227
158852	NBRC 103172
158852	Trabulsiella guamensis McWhorter et al. 1992
158876	Koserella
158876	Yokenella Kosako et al. 1985
158877	ATCC 35313 [[Koserella trabulsii Hickman-Brenner et al. 1985]]
158877	ATCC 49455
158877	BCRC 12225
158877	CCRC 12225
158877	CCRC:12225
158877	CDC 3349-72 [[Koserella trabulsii Hickman-Brenner et al. 1985]]
158877	CIP 105435
158877	DSM 5079 [[Koserella trabulsii Hickman-Brenner et al. 1985]]
158877	Enteric Group 45
158877	JCM 2403
158877	Koserella trabulsii
158877	NBRC 102600
158877	NCTC 11966
158877	NIH 725-83
158877	Yokenella regensburgei Kosako et al. 1985
159855	Acropora copiosa
159855	Acropora muricata (Linnaeus, 1758)
159855	Millepora muricata
160064	Chlorochytridion tuberculatum
160064	Pedinomonas tuberculata (Vischer) Gams, 1949
160064	SAG 42.84
160216	Actinia artemisia
160217	Anthopleura asiatica Uchida & Muramatsu, 1958
160218	Anthopleura dowii Verrill, 1869
160219	Anthopleura nigrescens (Verrill, 1928)
160219	Anthopleura pacifica
160219	Tealiopsis nigrescens Verrill, 1928
160221	Epiactis prolifera Verrill, 1869
41882	Mesostigma viride Lauterborn, 1894
160488	Pseudomonas putida (strain KT2440)
160488	Pseudomonas putida KT2440
160488	Pseudomonas putida str. KT2440
160492	Xylella fastidiosa 9a5c
160700	Albibacter Doronina et al. 2001 emend. Yang et al. 2016
160700	Albobacter
119025	Albibacter helveticus (Doronina et al. 2000) Yang et al. 2016
119025	CIP 106788
119025	culture-collection:VKM:B:2189
119025	Methylopila helvetica
119025	strain DM9
119025	VKM B-2189
128802	Albibacter methylovorans Doronina et al. 2001
128802	Albobacter methylovorans
128802	culture-collection:VKM:B:2236
128802	DSM 13819
128802	DSM 22840
128802	strain DM10
128802	VKM B-2236
160747	Anthopleura handi Dunn, 1978
160748	Anthopleura sola Pearse & Francis, 2000
160788	Myxobolus musculi Keisselitz, 1908
160789	Myxobolus pseudodispar Gorbunova, 1936
160800	Methylosarcina Wise et al. 2001
105972	ATCC 700909
105972	DSM 13736
105972	Methylosarcina fibrata Wise et al. 2001
105972	strain AML-C10
105973	ATCC 700908
105973	DSM 13737
105973	Methylosarcina quisquiliarum Wise et al. 2001
105973	strain AML-D4
105973	type I methanotroph AML-D4
160825	CIP 108012
160825	Comamonas koreensis Chang et al. 2002
160825	Comamonas sp. KCTC 12005
160825	IMSNU 11158
160825	KCTC 12005
160825	strain YH12
161036	Amblypneustes grandis Clark, 1912
161037	Amblypneustes formosus Valenciennes, 1846
161038	Amblypneustes leucoglobus Duderlein, 1914
161040	Amblypneustes elevatus (Hutton, 1872)
161046	Holopneustes porosissimus Agassiz in Agassiz & Desor, 1846
161048	Microcyphus annulatus Mortensen, 1904
161053	Pseudechinus novaezealandiae (Mortensen, 1921)
161053	Pseudechinus novaezelandiae
161725	"Vibrio pommerensis" Jores et al. 2003
161725	strain CH-291
161725	Vibrio sp. CH-291
162014	Uncultured Rhodophyta
162489	Galeus murinus (Collett, 1904)
162489	Pristiurus murinus
163011	CCUG 51522
163011	CFBP 5737
163011	CIP 107460
163011	DSM 16768
163011	ICMP 14138
163011	Pseudomonas lini Delorme et al. 2002
163011	strain DLE411J
163104	Scourfieldia G.S.West, 1912
163701	Phyllodiscus semoni Kwietniewski, 1897
163926	bacterium W318
164125	Mycobacteriophage L1
164546	CCUG 44338
164546	CIP 107171
164546	Cupriavidus taiwanensis (Chen et al. 2001) Vandamme and Coenye 2004
164546	LMG 19424
164546	LMG:19424
164546	Ralstonia taiwanensis
164546	strain R1
164546	Wautersia taiwanensis
164745	Apristurus aphyodes Nakaya & Stehmann, 1998
164746	Apristurus atlanticus
164746	Apristurus laurussoni
164746	Atlantic ghost catshark
164746	Scyllium laurussonii
164747	Apristurus microps (Gilchrist, 1922)
164747	Scylliorhinus microps
164748	Apristurus manis (Springer, 1979)
164748	MCZ:37416
164748	MCZ:37512
164748	MCZ:37535
164748	MCZ:38299
164748	Parmaturus manis
164851	soil bacterium 48-1
164851	soil bacterium 573-2
165097	Agaricia fragilis Dana, 1848
165100	Ricordea florida Duchassaing & Michelotti, 1860
165302	Salmonella reading
165419	Astrangia astreiformis
165419	Astrangia danae
165419	Madrepora poculata
165437	uncultured Comamonadaceae
165694	Bartonella schoenbuchensis corrig. Dehio et al. 2001
165694	Bartonella schoenbuchii
165694	Bartonella sp. R3
165694	Bartonella sp. R4
165694	Bartonella sp. R6
165694	CCUG 50783
165694	DSM 13525
165694	NCTC 13165
165694	strain R1
165727	Madrepora selago
166266	Maeotias inexpectata
166266	Medusa marginata
167237	Ulvophyceae environmental sample
167237	uncultured ulvophycean
167237	uncultured ulvophyte
167465	Rickettsia endosymbiont of Hemicrepsis marginata
167633	Isaurus tuberculatus Gray, 1828
86596	Protopalythoa
86597	Palythoa variabilis (Duerden, 1898)
86597	Protopalythoa variabilis
134929	Palythoa caesia Dana, 1846
134929	Palythoa caesia Dana, 1848
134933	Palythoa caribaeorum (Duchassaing & Michelotti, 1860)
134933	Palythoa caribaeorum Duchassaing & Michelotti, 1860
167965	uncultured Termite group I bacterium
167965	uncultured TG1 bacterium
168098	Orectolobus maculatus (Bonnaterre, 1788)
168098	Squalus maculatus
168379	DSM 15116
168379	Halorhodospira neutriphila Hirschler-Rea et al. 2003
168379	Halorhodospira neutrophila
168379	JCM 17835
168379	SG 3301
168469	CFBP 5705
168469	DSM 16734
168469	HAMBI 2444
168469	LMG 22119
168469	LMG:22119
168469	Pseudomonas costantinii Munsch et al. 2002
168469	strain PS 3a
168635	Diplosoma listerianum (Milne-Edwards, 1841)
168658	Rhodoblastus Imhoff 2001
1074	ATCC 25092
1074	CIP 103962
1074	DSM 137
1074	LMG 4304
1074	LMG:4304
1074	Rhodoblastus acidophilus (Pfennig 1969) Imhoff 2001
1074	Rhodopseudomonas acidophila Pfennig 1969 (Approved Lists 1980)
1074	strain Pfennig 7050
168708	Aeginuridae
168710	Aegina brunnea
168710	Aegina citrea Eschscholtz, 1829
168710	Aegina rosea
168724	Chrysaora melanaster Brandt, 1838
168726	Coeloplana agniae Dawydoff, 1930
56245	Aglantha digitale (Muller, 1776)
56245	Aglantha digitalis
56245	Medusa digitale
168729	Aglantha rufobrunnea
168729	Crossota rofobrunnea
168729	Crossota rufobrunnea (Kramp, 1913)
168732	Cunina frugifera Kramp, 1948
168742	Haliscera conica Vanhoffen, 1902
168745	Gleba hippopus
168759	Physsophora bijuga
168762	Nausithoe rubra Vanhoffen, 1902
168767	Pelagia colorata Russell, 1964
168767	purplestriped jelly
168768	Pantachogon Maas, 1893
168769	Pantachogon haeckeli Maas, 1893
168769	Pantachogon haeckelii
168769	Pantachogon haeckli
168771	Phacellophora camtchatica
168771	Phacellophora camtschatica Brandt, 1835
168771	Phacellophora ornata
168775	Holothuria physalis
168775	Physalia physalis (Linnaeus, 1758)
168775	Physalia utriculus
168779	Physophora hydrostatica Fabricius, 1775
168789	Solmissus marshalli Agassiz & Mayer, 1902
168807	Escherichia coli 0127:H6
168927	Escherichia coli 0111:H-
168932	alpha proteobacterium 76713
168933	ATCC 50991
168933	Legionella drancourtii La Scola et al. 2004
168933	strain LLAP 12
169015	Heterobasidion annosum/Pinus sylvestris mixed EST library
169015	Mixed Heterobasidion annosum/Pinus sylvestris library
169015	Pinus sylvestris/Heterobasidion annosum
169055	"Nordella" La Scola et al. 2004
169056	"Nordella oligomobilis" La Scola et al. 2004
169056	CCUG 44876
169056	CIP 106862
169056	strain N21
169669	CCUG 51517
169669	DSM 15824
169669	KMM 3447
169669	LMG 19695
169669	LMG:19695
169669	Pseudomonas extremorientalis Ivanova et al. 2002
169811	beta proteobacterium sp. JS666
169811	Comamonadaceae bacterium JS666
170540	KCTC 62295
170540	MCCC 1K03351
170540	Neopseudomonas abyssi
170540	Pseudomonas abyssi Wei et al. 2018
170540	Pseudomonas sp. MT5
170540	strain MT5
170541	"Ehrlichia ovina" (Lestoquard and Donatien 1936) Moshkovski 1945
170541	"Rickettsia ovina" Lestoquard and Donatien 1936
170541	'Ehrlichia ovina'
170541	Rickettsia ovina
170623	ATCC 19360
170623	Azotobacter beijerinckii Lipman 1904
170623	CIP 106282
170623	culture-collection:NRRL:B:14367
170623	culture-collection:NRRL:B:14640
170623	culture-collection:VKM:B:1615
170623	DSM 378
170623	JCM 20742
170623	LMG 1265
170623	LMG:1265
170623	NCAIM B.01800
170623	NRRL B-14367
170623	NRRL B-14640
170623	VKM B-1615
170628	ectosymbiont of Laxus cosmopolitus
170628	Laxus cosmopolitus ectosymbiont
170629	Catanema sp. ectosymbiont 1
170630	Eubostrichus topiarius ectosymbiont 1
170631	Robbea sp. ectosymbiont 1
170632	Robbea sp. ectosymbiont 2
170633	Stilbonema sp. ectosymbiont 1
170634	Catanema sp. ectosymbiont 2
170635	Eubostrichus topiarius ectosymbiont 2
170637	Stilbonema sp. ectosymbiont 8
170638	Eubostrichus topiarius ectosymbiont 3
170651	CAIM 532
170651	culture-collection:CAIM:532
170651	KCTC 12702
170651	KCTC:12702
170651	KCTC12702
170651	KCTC-12702
170651	LMG 20536
170651	LMG:20536
170651	Vibrio neptunianum
170651	Vibrio neptunius Thompson et al. 2003
170651	Vibrio sp. LMG 20536
170661	CAIM 467
170661	CIP 108271
170661	culture-collection:CAIM:467
170661	DSM 17185
170661	KCTC 12122
170661	KCTC 12703
170661	LMG 21346
170661	LMG:21346
170661	strain R-15052
170661	Vibrio sp. R-15052
170661	Vibrio xui
170673	CAIM 485
170673	CCUG 56968
170673	CIP 108275
170673	culture-collection:CAIM:485
170673	DSM 17181
170673	INCO 191
170673	LMG 20539
170673	LMG:20539
170673	Vibrio kanaloae Thompson et al. 2003
170673	Vibrio sp. LMG 20539
170674	CAIM 530
170674	CIP 108197
170674	culture-collection:CAIM:530
170674	DSM 19139
170674	LMG 19999
170674	LMG:19999
170674	strain STD3-1057
170674	Vibrio pacinii Gomez-Gil et al. 2003
170674	Vibrio sp. LMG 19999
170679	CAIM 431
170679	CCUG 48643
170679	culture-collection:CAIM:431
170679	DSM 17138
170679	LMG 21353
170679	LMG:21353
170679	strain R-3712
170679	Vibrio chagasii Thompson et al. 2003
170679	Vibrio sp. LMG 13219
170679	Vibrio sp. R-3712
170689	gram negative bacterium B1G-1A
170690	gram negative bacterium B1G-2
170691	gram negative bacterium B4G-1A
170692	gram negative bacterium B3P-1
170693	gram negative bacterium B3P-2
170694	gram negative bacterium B5P-1
170695	gram negative bacterium W1G-1
170696	gram negative bacterium W1G-2
170697	gram negative bacterium W5P-1
170698	gram negative bacterium W6P-1
170699	gram positive bacterium B1G-1B
170700	gram positive bacterium B4P-1B
170701	gram positive bacterium W6G-1
170702	gram positive bacterium W5P-2
170703	gram positive bacterium W5P-3
170811	Apristurus profundorum (Goode & Bean, 1896)
170811	Scylliorhinus profundorum
170820	Squalus ocellatus
170821	Crossorhinus ornatus
170821	Orectolobus ornatus (De Vis, 1883)
170821	QM<USA-MA>:I.164
170821	QM<USA-MA>:I.64 in Hoese et al
170821	QMB:I.164
170821	QMB:I.64 in Hoese et al
170822	Potamotrygon histrix
170822	Potamotrygon hystrix (Mueller & Henle, 1841)
170822	Trygon hystrix
170823	Pristis cirratus
170825	Squatina californica Ayres, 1859
170826	Raia jamaicensis
170826	Urobatis jamaicensis (Cuvier, 1816)
170826	Urolophus jamaicensis
170969	uncultured Nitrospira group bacterium
171245	uncultured chlorophyte
171245	uncultured chlorophyte alga
171245	uncultured marine chlorophyte alga
171246	Aiptasia insignis Carlgren, 1941
171248	uncultured algae
171260	Alcaligenes faecalis subsp. parafaecalis
171260	Alcaligenes parafaecalis (Schroll et al. 2001) Machado et al. 2023
171260	CCUG 48316
171260	CIP 106866
171260	DSM 13975
171260	strain G
171536	Methanonatronarchaeia Sorokin et al. 2018
171536	SA1 group
171538	uncultured SA1 group euryarchaeote
171925	plant environmental sample
171925	uncultured embryophyte
171925	uncultured embryophyte plastid
171953	uncultured Acidobacteria
171953	uncultured Acidobacteria bacterium
171953	Uncultured acidobacterium
171953	uncultured Acidobacterium group bacterium
172566	'Rickettsia limoniae'
172660	Apristurus exsanguis Sato, Nakaya & Stewart, 1999
172663	Pseudotriakis microdon de Brito Capello, 1868
172666	Bacteriophage 6220
172788	uncultured chloroplast
172788	uncultured photosynthetic eukaryote
172788	uncultured plastid
173042	Leucoraja ocellata (Mitchill, 1815)
173365	ATCC BAA-1195
173365	culture-collection:ATCC:BAA:1195
173365	DSM 17260
173365	Methylobacter tundripaludum Wartiainen et al. 2006
173365	strain SV96
173366	ATCC BAA-1196
173366	culture-collection:ATCC:BAA:1196
173366	DSM 17261
173366	Methylocystis rhodochrous
173366	Methylocystis rosea Wartiainen et al. 2006
173366	strain SV97
173830	Bacteriophage Lahn1
173831	Bacteriophage Lahn3
173971	uncultured Halomonas
173973	uncultured Photobacterium
173990	CCUG 46544
173990	DSM 17616
173990	IAM 15043
173990	JCM 12090
173990	KMM 1406
173990	NBRC 103167
173990	NRIC 0539
173990	Pacifibacter primarius
173990	Rheinheimera pacifica Romanenko et al. 2003
174641	Salmonella duisburg
174641	Salmonella enterica subsp. enterica serovar Duisberg
174676	Sulfolobus virus 1-like virus
174679	Glugoides J.I.R. Larsson, D. Ebert, J. Vavra & Voronin, 1996
174681	Larssonia Vidtmann & Sokolova, 1994
174951	Ramlibacter Heulin et al. 2003 emend. Lee et al. 2014
174951	Ramlibacter Heulin et al. 2003 emend. Wang et al. 2012
94132	ATCC BAA-407
94132	culture-collection:ATCC:BAA:407
94132	DSM 14655
94132	LMG 21543
94132	LMG:21543
94132	Ramlibacter tataouinensis Heulin et al. 2003
94132	strain TTB310
175245	unclassified marine fungus
175245	uncultured AMF fungus
175245	uncultured compost fungus
175245	Uncultured ectmycorrhizal fungus
175245	uncultured ectomycorrhizal fungus
175245	uncultured endophytic fungus
175245	uncultured fungal endophyte
175245	uncultured fungus sp.
175245	uncultured Greenland glacial ice fungus
175245	uncultured leaf litter fungus
175245	uncultured marine fungus
175245	uncultured mycorrhizal fungus
175245	uncultured root fungus
175245	uncultured root-associated fungus
175245	uncultured soil fungus
175247	uncultured chytrid
175247	uncultured chytrid fungus
175247	uncultured chytridiomycete
175640	Firmicutes sp. oral clone FM046
175849	"Pasteurella multocida subsp. tigris" Capitini et al. 2002
175849	Pasteurella tigris
176095	Adamsia carciniopados (Otto, 1823)
176095	Adamsia maculata
176095	Adamsia palliata (Bohadsch, 1761)
176095	Adamsia palliata (Fabricius, 1779)
176095	Medusa palliata
176100	Bacteriophage U153
176290	DSM 14573
176290	Halomonas halocynthiae Romanenko et al. 2002
176290	KMM 1376
176598	ATCC BAA-404
176598	BCRC 17172
176598	CCRC 17172
176598	CCRC:17172
176598	CCUG 48041
176598	culture-collection:ATCC:BAA:404
176598	DSM 22914
176598	NBRC 101072
176598	Pseudoxanthomonas taiwanensis Chen et al. 2002
176598	Pseudoxanthomonas taiwannesis
176598	strain CB-226
177116	Kudoa dianae Dykova, Fajer Avila & Fiala, 2002
177416	Francisella tularensis Biovar A str. Schu 4
177416	Francisella tularensis Biovar A str. SCHU S4
177416	Francisella tularensis subsp. tularensis Schu 4
177416	Francisella tularensis subsp. tularensis SCHU S4
177416	Francisella tularensis subsp. tularensis str. SCHU S4
177416	Francisella tularensis subsp. tularensis strain SCHU S4
178328	Salmonella enterica subsp. enterica serovar Typhimurium strain TR7095
178328	Salmonella enterica subsp. enterica serovar Typhimurium TR7095
178328	Salmonella typhimurium str. TR7095
178328	Salmonella typhimurium strain TR7095
178328	Salmonella typhimurium TR7095
178399	JCM 11775
178399	KMM 3633
178399	Marinomonas primoryensis Romanenko et al. 2003
178399	MPKMM3633
178399	NBRC 103029
178399	NRIC 523
179000	uncultured Methylophilus
179101	"Candidatus Ehrlichia shimanensis" Kawahara et al. 2006
179101	Ehrlichia sp. TS37
179879	Burkholderia anthina Vandamme et al. 2002
179879	Burkholderia sp. R-4183
179879	CCUG 46047
179879	DSM 16086
179879	LMG 20980
179879	LMG:20980
179879	strain W92B
179995	Anaerobiospirillum thomasii Malnick 1997
179995	Anaerobiospirillum-like
179995	ATCC 700432
179995	CCUG 46380
179995	DSM 11806
179995	NCTC 12467
179995	strain A273/88
179997	Salmonella havana
180195	Aquaspirillum autotrophicum
180195	ATCC 29984
180195	CCUG 12808
180195	culture-collection:VKM:B:1394
180195	DSM 732
180195	Herbaspirillum autotrophicum (Aragno and Schlegel 1978) Ding and Yokota 2004
180195	IAM 14942
180195	JCM 21424
180195	LMG 4326
180195	LMG:4326
180195	NBRC 15327
180195	VKM B-1394
180282	ATCC BAA-554
180282	culture-collection:ATCC:BAA:554
180282	Delftia sp. HR4
180282	Delftia sp. T7
180282	Delftia tsuruhatensis Shigematsu et al. 2003 emend. Jorgensen et al. 2009
180282	DSM 17581
180282	IFO 16741
180282	NBRC 16741
180282	strain T7
180283	Vibrio shiloi-like bacterium
180648	Myxobolus elegans Kashkovsky, 1966
180649	Myxobolus hungaricus Jaczo, 1940
180828	uncultured chicken cecal
181009	uncultured Bradyrhizobium group bacterium
181120	Bacteriophage C1
181120	C1 bacteriophage
181485	Bacteriophage fOg44
181485	Oenococcus oeni bacteriophage fOg44
181485	Oenococcus oeni temperate bacteriophage fOg44
181511	Megalodicopia hians Oka, 1918
181554	Enterobacteriaceae str. D15
181735	Salmonella azteca
181736	Salmonella schleissheim
181737	Salmonella texas
181797	Salmonella vellore
181798	Salmonella sloterdijk
181897	Salmonella enterica II 4,12,27:i:z35
181898	Salmonella enterica II 4,12:z:1,7
182076	Nosema carpocapsae
182076	Vairimorpha carpocapsae (Paillot) Y.S. Tokarev, Huang, L.F. Solter, J.M. Malysh, J.J. Becnel & C.R. Vossbrinck, 2020
182182	Actinobacillus scotiae Foster et al. 1998
182182	Actinobacillus scotiaes
182182	CCUG 46379
182182	CIP 105697
182182	DSM 22205
182182	NCTC 12922
182182	strain M2000/95/1
182344	Kudoa ciliatae Lom, Rohde & Dykova, 1992
182345	Kudoa crumena Iversen & van Meter, 1967
182346	Myxosoma bibullatum
182347	Myxobolus ichkeulensis Bahri & Marques, 1996
182349	Myxobolus spinacurvatura Maeno, Sorimachi, Ogawa & Egusa, 1990
182349	Myxobolus spinicurvatura
182359	Sphaerospora molnari Lom, Dykova, Pavlaskova & Grupcheva, 1983
182621	Myxobolus osburni Herrick, 1936
182768	Porphyra mumfordii S.C.Lindstrom & K.M.Cole, 1992
182774	ATCC BAA-297
182774	culture-collection:ATCC:BAA:297
182774	culture-collection:VKM:B:2251
182774	DSM 14953
182774	Methylophaga alcalica Doronina et al. 2003
182774	Methylophaga alcaliphila
182774	strain M39
182774	VKM B-2251
182852	Raja asterias Delaroche, 1809
182853	Raja miraletus Linnaeus, 1758
182854	Dipturus oxyrhinchus
182854	Dipturus oxyrhynchus
182854	Dipturus oxyrinchus (Linnaeus, 1758)
182855	Raja undulata Lacepede, 1802
183190	Xylella fastidiosa 'Pierce's disease strain'
183190	Xylella fastidiosa str. Temecula1
183190	Xylella fastidiosa Temecula1
183346	Listonella anguillarum serovar O2a
183669	Macromonas Utermohl and Koppe 1924
183670	"Macromonas bipunctata" (Gicklhorn 1920) Utermohl and Koppe in Koppe 1924
183670	"Pseudomonas bipunctata" Gicklhorn 1920
183670	DSM 12705
183670	IAM 14880
183670	JCM 21374
183670	Macromonas bipunctata (ex Gicklhorn 1920) Dubinina and Grabovich 1989
183670	Pseudomonas bipunctata
183670	VKM 1366
183795	CCM 7691
183795	CFBP 5447
183795	DSM 16733
183795	ICMP 14184
183795	Pseudomonas corrugata phenon B
183795	Pseudomonas mediterranea Catara et al. 2002
183795	Pseudomonas sp. S58
183968	Protoarchaea
183968	Thermococci Zillig and Reysenbach 2002
2258	Thermococcales Zillig et al. 1988
2259	Thermococcaceae Zillig et al. 1988
2260	Pyrococcus Fiala and Stetter 1986
2261	ATCC 43587
2261	DSM 3638
2261	JCM 8422
